latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
-25.29703,150.96371,345.15,0.41,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,314.79,7.58,D
-25.2966,150.45247,348.8,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,311.87,137.98,D
-25.29642,150.43214,367.0,0.4,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,329.5,66.98,D
-25.29638,151.63492,347.48,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,314.05,7.41,D
-25.29611,151.57341,339.75,0.43,0.38,2023-12-07,346,1,VIIRS,l,2.0NRT,313.63,5.97,D
-25.29606,150.39154,353.01,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,318.02,28.54,D
-25.29596,150.45644,353.22,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,315.04,137.98,D
-25.29579,150.43608,367.0,0.4,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,326.56,28.18,D
-25.29554,151.55577,367.0,0.43,0.38,2023-12-07,346,1,VIIRS,h,2.0NRT,340.01,100.18,D
-25.29543,150.39545,355.5,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,313.62,13.5,D
-25.29515,150.44002,353.5,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,319.92,28.18,D
-25.29496,150.95496,343.82,0.41,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,312.19,5.86,D
-25.29479,150.3994,343.03,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,306.72,13.5,D
-25.29426,151.54225,350.97,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,305.09,17.89,D
-25.29402,148.29376,349.05,0.39,0.36,2023-12-07,346,1,VIIRS,l,2.0NRT,320.16,8.72,D
-25.29365,151.62981,343.4,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,308.75,5.66,D
-25.29357,150.49258,355.37,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,316.13,21.75,D
-25.29354,151.54649,345.39,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,306.17,17.89,D
-25.29345,148.29762,356.46,0.39,0.36,2023-12-07,346,1,VIIRS,n,2.0NRT,316.66,8.72,D
-25.29291,151.63416,339.04,0.43,0.38,2023-12-07,346,1,VIIRS,l,2.0NRT,309.73,5.66,D
-25.29287,150.92528,351.05,0.41,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,315.62,7.61,D
-25.2928,151.5508,367.0,0.43,0.38,2023-12-07,346,1,VIIRS,l,2.0NRT,369.6,163.6,D
-25.2927,150.39088,355.32,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,308.84,28.54,D
-25.29263,151.57272,348.79,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,313.6,5.97,D
-25.29243,150.43541,348.66,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,320.59,28.18,D
-25.2922,150.92931,343.91,0.41,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,313.85,4.28,D
-25.29207,150.39481,367.0,0.4,0.37,2023-12-07,346,1,VIIRS,h,2.0NRT,310.29,13.5,D
-25.29206,151.55508,367.0,0.43,0.38,2023-12-07,346,1,VIIRS,l,2.0NRT,329.84,163.6,D
-25.29188,151.76663,341.15,0.43,0.38,2023-12-07,346,1,VIIRS,l,2.0NRT,314.66,7.2,D
-25.29179,150.43935,353.44,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,316.87,28.18,D
-25.29156,150.95425,339.45,0.41,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,313.52,4.88,D
-25.2908,151.54153,350.46,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,306.66,17.89,D
-25.29042,149.67908,350.81,0.39,0.36,2023-12-07,346,1,VIIRS,n,2.0NRT,315.3,9.24,D
-25.29007,151.54578,367.0,0.43,0.38,2023-12-07,346,1,VIIRS,h,2.0NRT,311.76,17.89,D
-25.28933,151.55008,367.0,0.43,0.38,2023-12-07,346,1,VIIRS,h,2.0NRT,334.48,163.6,D
-25.28907,150.43475,353.57,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,314.61,10.77,D
-25.2888,150.9286,348.75,0.41,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,314.3,7.03,D
-25.28859,151.5544,347.69,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,310.25,163.6,D
-25.28843,150.43867,341.88,0.4,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,313.28,10.77,D
-25.28675,150.91982,345.63,0.41,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,317.71,8.33,D
-25.28607,150.92386,340.33,0.41,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,312.27,8.33,D
-25.28507,150.43802,344.4,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,311.7,10.77,D
-25.28443,150.44196,353.43,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,316.58,16.78,D
-25.28407,150.40141,338.1,0.4,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,309.95,2.45,D
-25.28271,151.69363,342.57,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,310.37,3.23,D
-25.28171,150.43738,367.0,0.4,0.37,2023-12-07,346,1,VIIRS,h,2.0NRT,316.73,23.19,D
-25.28107,150.4413,340.21,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,314.72,5.61,D
-25.28042,149.63371,349.72,0.39,0.36,2023-12-07,346,1,VIIRS,n,2.0NRT,316.41,6.92,D
-25.28016,151.75058,336.16,0.43,0.38,2023-12-07,346,1,VIIRS,l,2.0NRT,310.75,10.79,D
-25.27922,151.69292,338.29,0.43,0.38,2023-12-07,346,1,VIIRS,l,2.0NRT,311.21,3.23,D
-25.27834,150.43674,354.35,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,322.35,23.19,D
-25.27799,150.39618,342.58,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,314.38,6.93,D
-25.27797,151.67924,354.95,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,314.88,15.46,D
-25.27707,150.44458,342.87,0.4,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,314.84,5.61,D
-25.27649,149.63692,348.24,0.39,0.36,2023-12-07,346,1,VIIRS,n,2.0NRT,317.32,6.92,D
-25.27638,152.78082,335.03,0.48,0.4,2023-12-07,346,1,VIIRS,n,2.0NRT,307.1,3.87,D
-25.27555,152.78554,334.35,0.48,0.4,2023-12-07,346,1,VIIRS,n,2.0NRT,307.74,3.87,D
-25.2752,152.78342,338.07,0.48,0.4,2023-12-07,346,1,VIIRS,n,2.0NRT,307.78,6.57,D
-25.27449,147.70595,339.39,0.39,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,314.16,2.98,D
-25.27448,151.67851,343.14,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,311.0,15.46,D
-25.2739,151.2717,337.41,0.42,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,311.7,4.18,D
-25.27228,149.66377,349.77,0.39,0.36,2023-12-07,346,1,VIIRS,n,2.0NRT,315.64,10.61,D
-25.27223,150.51701,351.37,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,319.37,12.48,D
-25.27171,151.67365,355.82,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,313.53,30.76,D
-25.27115,151.26689,337.65,0.42,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,310.94,4.37,D
-25.26895,151.66872,367.0,0.43,0.38,2023-12-07,346,1,VIIRS,l,2.0NRT,326.1,30.76,D
-25.26887,150.51634,349.72,0.4,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,319.93,12.61,D
-25.26823,151.67293,348.35,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,312.18,30.76,D
-25.26772,151.7388,347.7,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,310.6,11.76,D
-25.2671,150.91197,343.11,0.41,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,316.48,15.26,D
-25.26702,150.91168,343.43,0.41,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,316.26,4.55,D
-25.26615,150.51173,343.11,0.4,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,316.63,12.61,D
-25.2657,151.23584,367.0,0.42,0.37,2023-12-07,346,1,VIIRS,h,2.0NRT,315.14,17.23,D
-25.2655,150.51569,354.91,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,319.96,12.61,D
-25.26547,151.66801,352.55,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,313.93,10.01,D
-25.26501,150.90332,343.24,0.41,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,315.5,6.57,D
-25.26501,151.23993,346.63,0.42,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,311.69,17.23,D
-25.26472,149.64653,343.92,0.39,0.36,2023-12-07,346,1,VIIRS,n,2.0NRT,316.56,6.41,D
-25.26435,150.90732,354.96,0.41,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,323.62,15.26,D
-25.2642,151.73824,351.65,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,313.87,11.76,D
-25.2638,150.93211,349.54,0.41,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,316.41,8.62,D
-25.26367,150.93178,352.54,0.41,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,316.12,5.9,D
-25.26364,151.24811,342.77,0.42,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,310.07,3.85,D
-25.26342,150.50711,342.96,0.4,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,314.63,5.18,D
-25.26227,150.36488,339.88,0.4,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,312.25,1.79,D
-25.26227,151.23518,349.82,0.42,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,321.31,17.23,D
-25.26213,150.51501,345.65,0.4,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,315.78,12.58,D
-25.26198,151.6673,347.89,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,312.45,10.01,D
-25.26158,151.23927,367.0,0.42,0.37,2023-12-07,346,1,VIIRS,h,2.0NRT,315.02,17.23,D
-25.26126,151.67148,352.73,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,312.03,10.01,D
-25.26106,150.92737,342.45,0.41,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,316.19,8.01,D
-25.261,150.37273,348.12,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,312.69,3.42,D
-25.26089,151.24335,337.63,0.42,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,310.43,3.85,D
-25.2607,151.73755,367.0,0.43,0.38,2023-12-07,346,1,VIIRS,h,2.0NRT,311.56,12.52,D
-25.2605,151.43639,342.38,0.42,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,308.44,5.93,D
-25.26049,147.70757,344.72,0.39,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,315.63,8.39,D
-25.26036,150.37665,337.94,0.4,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,310.57,3.42,D
-25.25994,151.74193,347.71,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,311.58,12.52,D
-25.25979,151.44055,353.44,0.42,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,310.76,9.59,D
-25.25906,151.68427,345.19,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,311.61,6.35,D
-25.25883,151.23451,353.53,0.42,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,314.21,13.39,D
-25.25877,150.51436,345.46,0.4,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,316.48,12.58,D
-25.25849,151.66664,336.33,0.43,0.38,2023-12-07,346,1,VIIRS,l,2.0NRT,307.37,18.69,D
-25.25833,151.68849,355.18,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,312.26,6.35,D
-25.25814,151.23862,355.87,0.42,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,315.12,13.39,D
-25.25776,151.67084,353.1,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,315.47,18.69,D
-25.25764,150.37206,349.81,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,313.55,6.63,D
-25.25703,151.67509,344.77,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,309.91,14.46,D
-25.25646,151.7411,346.64,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,313.38,12.52,D
-25.25633,150.93478,340.2,0.41,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,313.36,4.49,D
-25.25626,149.6568,346.7,0.39,0.36,2023-12-07,346,1,VIIRS,n,2.0NRT,317.05,6.26,D
-25.25607,151.25089,339.03,0.42,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,310.6,4.26,D
-25.25604,150.50974,346.39,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,316.31,5.27,D
-25.25556,151.68361,354.55,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,316.08,14.45,D
-25.2554,150.5137,339.65,0.4,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,313.05,5.27,D
-25.25539,151.23383,336.12,0.42,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,310.73,13.39,D
-25.25483,151.68781,349.45,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,310.49,14.45,D
-25.2547,151.23793,349.54,0.42,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,317.47,13.39,D
-25.25353,151.67445,350.77,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,318.38,14.46,D
-25.25332,151.24612,339.14,0.42,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,311.96,10.04,D
-25.25298,151.74036,367.0,0.43,0.38,2023-12-07,346,1,VIIRS,h,2.0NRT,311.57,7.14,D
-25.25283,150.91331,355.24,0.41,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,315.53,16.65,D
-25.25281,149.91753,346.37,0.39,0.36,2023-12-07,346,1,VIIRS,n,2.0NRT,314.21,6.95,D
-25.25279,151.67874,343.74,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,312.18,14.46,D
-25.25268,150.50906,350.1,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,314.35,5.27,D
-25.25263,151.25021,338.53,0.42,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,310.06,4.26,D
-25.25241,150.46819,338.76,0.4,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,313.55,3.16,D
-25.2523,150.78836,336.4,0.4,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,311.0,2.02,D
-25.25217,150.91731,367.0,0.41,0.37,2023-12-07,346,1,VIIRS,h,2.0NRT,315.55,16.65,D
-25.25206,151.68294,353.7,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,316.37,14.45,D
-25.25152,150.92131,349.65,0.41,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,314.54,7.97,D
-25.25134,151.68713,354.24,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,313.04,14.45,D
-25.25058,151.24133,351.96,0.42,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,313.81,51.62,D
-25.2505,151.71291,346.9,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,308.99,3.94,D
-25.25026,151.7352,351.88,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,308.02,7.14,D
-25.25003,151.67378,347.16,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,312.7,7.84,D
-25.24948,149.91689,344.96,0.39,0.36,2023-12-07,346,1,VIIRS,l,2.0NRT,317.17,10.98,D
-25.24948,151.73969,351.99,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,311.75,7.14,D
-25.24943,150.91263,352.74,0.41,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,318.21,16.65,D
-25.2493,151.67805,348.68,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,312.46,7.84,D
-25.24906,151.67473,336.25,0.43,0.38,2023-12-07,346,1,VIIRS,l,2.0NRT,311.17,5.52,D
-25.24891,150.78772,338.34,0.4,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,310.37,2.02,D
-25.24886,150.93744,341.89,0.41,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,314.21,14.19,D
-25.24877,150.91661,353.57,0.41,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,322.4,16.65,D
-25.24857,151.68227,344.17,0.43,0.38,2023-12-07,346,1,VIIRS,l,2.0NRT,314.93,46.25,D
-25.24812,150.92061,355.33,0.41,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,316.16,7.97,D
-25.24784,151.68645,349.14,0.43,0.38,2023-12-07,346,1,VIIRS,l,2.0NRT,320.76,46.25,D
-25.24763,151.68321,344.31,0.43,0.38,2023-12-07,346,1,VIIRS,l,2.0NRT,318.46,35.08,D
-25.24753,151.73006,347.85,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,308.12,5.0,D
-25.24746,150.92461,342.59,0.41,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,313.71,7.97,D
-25.24713,151.69061,347.0,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,314.19,8.05,D
-25.2471,150.4794,347.29,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,315.37,5.29,D
-25.24702,151.71213,342.5,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,308.63,3.94,D
-25.24692,151.68741,349.46,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,315.25,35.08,D
-25.2468,150.92862,342.88,0.41,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,311.89,6.66,D
-25.24676,149.91238,355.1,0.39,0.36,2023-12-07,346,1,VIIRS,n,2.0NRT,314.21,10.98,D
-25.24646,150.48332,351.55,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,315.24,7.78,D
-25.24622,151.69154,344.43,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,313.8,7.28,D
-25.24615,149.91624,354.79,0.39,0.36,2023-12-07,346,1,VIIRS,n,2.0NRT,316.6,10.98,D
-25.24613,150.93268,349.47,0.41,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,314.15,6.66,D
-25.24603,150.91194,350.51,0.41,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,318.56,32.3,D
-25.24576,151.24884,347.99,0.42,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,314.63,24.77,D
-25.24568,150.46687,339.15,0.4,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,313.65,2.85,D
-25.24546,150.93674,354.89,0.41,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,314.75,14.19,D
-25.24537,150.91594,351.58,0.41,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,320.65,32.3,D
-25.24519,150.40599,351.29,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,325.18,36.31,D
-25.24503,150.47081,340.41,0.4,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,314.24,2.85,D
-25.24471,150.91992,354.81,0.41,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,318.36,12.93,D
-25.24439,150.38965,348.09,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,311.37,4.8,D
-25.24439,150.47476,340.57,0.4,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,313.9,5.29,D
-25.24406,150.92395,342.65,0.41,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,311.45,12.93,D
-25.24374,150.47873,354.75,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,317.07,5.29,D
-25.24364,151.6899,351.34,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,311.69,8.05,D
-25.24343,151.68668,348.42,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,321.41,35.08,D
-25.2431,150.48267,352.12,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,315.35,7.78,D
-25.24302,150.38919,347.35,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,310.42,8.09,D
-25.24292,151.69403,344.83,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,310.96,8.05,D
-25.24273,151.69084,349.95,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,311.37,7.28,D
-25.24239,150.3931,355.98,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,316.49,16.27,D
-25.24222,151.6981,345.32,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,308.76,6.28,D
-25.24203,151.69496,353.02,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,309.81,7.28,D
-25.24184,150.4053,352.76,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,316.72,36.31,D
-25.24134,151.69904,338.05,0.43,0.38,2023-12-07,346,1,VIIRS,l,2.0NRT,308.33,6.55,D
-25.24102,150.47409,350.74,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,315.99,18.31,D
-25.24072,150.94418,346.64,0.41,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,312.86,4.11,D
-25.24026,151.81374,348.46,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,312.35,13.06,D
-25.24023,148.22502,349.12,0.39,0.36,2023-12-07,346,1,VIIRS,n,2.0NRT,316.61,7.54,D
-25.24005,150.94826,341.75,0.41,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,313.25,4.11,D
-25.23995,151.68594,347.01,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,312.63,16.29,D
-25.23925,151.69009,354.29,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,316.44,30.97,D
-25.23903,150.39243,349.34,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,318.17,16.27,D
-25.23871,150.95639,344.94,0.41,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,312.71,3.99,D
-25.23854,151.69426,356.18,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,310.95,30.97,D
-25.23849,148.93913,347.21,0.38,0.36,2023-12-07,346,1,VIIRS,n,2.0NRT,314.75,9.27,D
-25.23831,150.46948,346.93,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,316.34,9.42,D
-25.23815,150.44919,340.65,0.4,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,314.64,11.81,D
-25.23799,150.93942,335.89,0.41,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,310.29,2.28,D
-25.23796,148.24046,342.44,0.39,0.36,2023-12-07,346,1,VIIRS,l,2.0NRT,317.4,5.6,D
-25.23785,151.69832,344.71,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,310.19,19.72,D
-25.23766,150.47342,355.02,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,318.3,18.31,D
-25.2375,150.45312,347.32,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,313.8,11.81,D
-25.23746,148.22058,347.76,0.39,0.36,2023-12-07,346,1,VIIRS,n,2.0NRT,318.8,16.66,D
-25.23732,150.94351,345.54,0.41,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,310.64,4.11,D
-25.23701,150.47737,337.37,0.4,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,311.62,18.31,D
-25.2369,148.22444,351.84,0.39,0.36,2023-12-07,346,1,VIIRS,l,2.0NRT,323.05,16.66,D
-25.23675,151.81303,347.0,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,314.69,13.06,D
-25.23647,151.68518,354.67,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,307.57,16.29,D
-25.23633,148.93089,340.13,0.38,0.36,2023-12-07,346,1,VIIRS,n,2.0NRT,311.23,2.05,D
-25.23598,150.95166,338.52,0.41,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,311.99,3.99,D
-25.23577,151.6893,351.33,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,313.87,30.97,D
-25.23542,150.44463,343.53,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,311.38,4.15,D
-25.23417,150.44423,345.1,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,313.4,13.68,D
-25.23324,151.81232,346.77,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,310.16,6.45,D
-25.233,151.68437,356.15,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,309.2,27.14,D
-25.23244,148.93411,347.37,0.38,0.36,2023-12-07,346,1,VIIRS,n,2.0NRT,316.69,10.49,D
-25.23231,151.68845,352.49,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,314.92,41.17,D
-25.23168,150.39505,350.0,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,314.22,9.1,D
-25.23159,151.39598,344.5,0.42,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,309.61,4.59,D
-25.23081,150.44357,342.43,0.4,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,315.17,13.68,D
-25.2308,151.7186,349.38,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,310.5,12.84,D
-25.23036,151.33998,336.56,0.42,0.38,2023-12-07,346,1,VIIRS,l,2.0NRT,310.42,4.84,D
-25.23021,151.67957,343.11,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,311.37,27.14,D
-25.22954,150.45143,342.35,0.4,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,314.73,7.25,D
-25.22952,151.68359,350.76,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,317.71,27.14,D
-25.22949,151.70502,356.18,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,309.33,17.28,D
-25.22891,150.45538,344.74,0.4,0.37,2023-12-07,346,1,VIIRS,l,2.0NRT,314.75,7.18,D
-25.22877,151.70926,353.65,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,312.25,17.28,D
-25.22833,151.33095,348.64,0.42,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,313.64,8.87,D
-25.22814,151.39529,341.78,0.42,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,311.39,4.59,D
-25.22805,151.71355,354.53,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,312.91,15.8,D
-25.22745,150.44292,353.79,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,319.36,21.06,D
-25.2273,151.71791,346.82,0.43,0.38,2023-12-07,346,1,VIIRS,n,2.0NRT,308.47,15.8,D
-25.22685,151.36073,340.57,0.42,0.38,2023-12-07,346,1,VIIRS,l,2.0NRT,314.14,6.88,D
-25.22681,150.44684,356.24,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,320.17,18.22,D
-25.22672,151.67885,332.92,0.43,0.38,2023-12-07,346,1,VIIRS,l,2.0NRT,306.2,11.51,D
-25.22618,150.45079,355.9,0.4,0.37,2023-12-07,346,1,VIIRS,n,2.0NRT,319.64,18.22,D
