latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
28.84254,22.11275,302.08,1.91,1.35,2023-11-26,22,Aqua,MODIS,47,6.1NRT,282.79,21.65,N
28.91501,20.96437,302.52,2.3,1.47,2023-11-26,22,Aqua,MODIS,50,6.1NRT,283.16,28.23,N
28.92181,19.78746,305.65,2.79,1.6,2023-11-26,22,Aqua,MODIS,65,6.1NRT,282.84,46.01,N
29.69448,32.32259,300.75,1.29,1.13,2023-11-26,22,Aqua,MODIS,33,6.1NRT,286.27,8.54,N
9.14847,25.77542,301.94,1.11,1.05,2023-11-26,26,Aqua,MODIS,30,6.1NRT,289.0,4.6,N
9.15,25.76553,300.89,1.11,1.05,2023-11-26,26,Aqua,MODIS,22,6.1NRT,287.38,4.11,N
9.27535,26.33896,306.75,1.18,1.08,2023-11-26,26,Aqua,MODIS,69,6.1NRT,290.46,9.08,N
9.49611,26.38176,312.42,1.17,1.08,2023-11-26,26,Aqua,MODIS,85,6.1NRT,288.69,14.23,N
9.50567,26.38324,300.14,1.17,1.08,2023-11-26,26,Aqua,MODIS,11,6.1NRT,285.91,4.69,N
9.63367,26.40896,305.77,1.17,1.08,2023-11-26,26,Aqua,MODIS,39,6.1NRT,293.8,6.13,N
9.64162,26.42097,317.58,1.18,1.08,2023-11-26,26,Aqua,MODIS,95,6.1NRT,293.96,17.06,N
9.64804,26.37903,307.07,1.17,1.08,2023-11-26,26,Aqua,MODIS,70,6.1NRT,292.92,7.14,N
9.64964,26.36858,306.26,1.17,1.08,2023-11-26,26,Aqua,MODIS,67,6.1NRT,292.85,6.75,N
9.65235,26.3757,314.1,1.17,1.08,2023-11-26,26,Aqua,MODIS,28,6.1NRT,293.4,11.16,N
9.65529,26.41904,313.27,1.17,1.08,2023-11-26,26,Aqua,MODIS,59,6.1NRT,294.28,11.63,N
9.65694,26.40855,319.43,1.17,1.08,2023-11-26,26,Aqua,MODIS,86,6.1NRT,294.79,17.2,N
9.66189,26.37719,323.74,1.17,1.08,2023-11-26,26,Aqua,MODIS,96,6.1NRT,294.6,21.8,N
9.66485,26.42053,316.05,1.17,1.08,2023-11-26,26,Aqua,MODIS,92,6.1NRT,294.44,15.13,N
9.6665,26.41004,324.44,1.17,1.08,2023-11-26,26,Aqua,MODIS,100,6.1NRT,295.14,24.21,N
9.67143,26.37868,324.05,1.17,1.08,2023-11-26,26,Aqua,MODIS,90,6.1NRT,295.17,22.1,N
9.67633,26.34748,307.13,1.16,1.07,2023-11-26,26,Aqua,MODIS,18,6.1NRT,293.21,6.65,N
9.67933,26.39062,328.15,1.17,1.08,2023-11-26,26,Aqua,MODIS,100,6.1NRT,295.27,28.85,N
9.68097,26.38019,321.37,1.17,1.08,2023-11-26,26,Aqua,MODIS,84,6.1NRT,295.43,19.31,N
9.6826,26.36977,315.99,1.17,1.08,2023-11-26,26,Aqua,MODIS,46,6.1NRT,294.25,13.62,N
9.68888,26.39212,325.31,1.17,1.08,2023-11-26,26,Aqua,MODIS,100,6.1NRT,295.01,26.7,N
9.69051,26.38168,312.11,1.17,1.08,2023-11-26,26,Aqua,MODIS,78,6.1NRT,294.66,10.83,N
9.69213,26.37127,316.43,1.17,1.08,2023-11-26,26,Aqua,MODIS,77,6.1NRT,294.21,14.94,N
9.78005,19.36152,304.49,1.6,1.25,2023-11-26,26,Aqua,MODIS,60,6.1NRT,293.71,11.22,N
10.01536,24.63215,304.37,1.01,1.01,2023-11-26,26,Aqua,MODIS,60,6.1NRT,293.54,5.12,N
10.01674,24.62309,307.57,1.01,1.01,2023-11-26,26,Aqua,MODIS,72,6.1NRT,294.91,7.07,N
10.20429,24.66388,310.57,1.01,1.01,2023-11-26,26,Aqua,MODIS,80,6.1NRT,289.9,10.15,N
10.23209,31.31109,305.42,2.57,1.54,2023-11-26,26,Aqua,MODIS,64,6.1NRT,293.54,24.31,N
10.36061,19.13101,310.01,1.7,1.28,2023-11-26,26,Aqua,MODIS,79,6.1NRT,291.34,21.07,N
10.36598,28.72974,303.0,1.62,1.25,2023-11-26,26,Aqua,MODIS,53,6.1NRT,292.74,9.39,N
10.46996,25.7076,320.76,1.07,1.03,2023-11-26,26,Aqua,MODIS,100,6.1NRT,289.58,20.6,N
10.47143,25.698,301.84,1.07,1.03,2023-11-26,26,Aqua,MODIS,45,6.1NRT,287.6,4.98,N
10.56171,25.88272,305.82,1.09,1.04,2023-11-26,26,Aqua,MODIS,66,6.1NRT,273.33,9.99,N
10.82914,30.72256,307.35,2.25,1.45,2023-11-26,26,Aqua,MODIS,71,6.1NRT,293.35,24.86,N
10.89855,23.58548,306.34,1.01,1.0,2023-11-26,26,Aqua,MODIS,68,6.1NRT,283.75,9.12,N
11.10214,29.45192,309.17,1.78,1.31,2023-11-26,26,Aqua,MODIS,72,6.1NRT,291.59,19.31,N
11.10468,29.43614,304.77,1.77,1.3,2023-11-26,26,Aqua,MODIS,26,6.1NRT,291.19,12.58,N
11.11333,29.44287,305.17,1.77,1.3,2023-11-26,26,Aqua,MODIS,63,6.1NRT,291.1,13.69,N
11.2702,19.26848,304.25,1.71,1.28,2023-11-26,26,Aqua,MODIS,53,6.1NRT,292.67,9.92,N
11.28163,19.26999,315.93,1.71,1.28,2023-11-26,26,Aqua,MODIS,92,6.1NRT,292.91,27.51,N
11.28366,19.2546,311.69,1.72,1.29,2023-11-26,26,Aqua,MODIS,83,6.1NRT,295.67,20.03,N
11.46598,19.26132,314.22,1.73,1.29,2023-11-26,26,Aqua,MODIS,89,6.1NRT,295.53,25.42,N
11.47754,19.26216,325.79,1.73,1.29,2023-11-26,26,Aqua,MODIS,100,6.1NRT,295.85,51.13,N
11.62154,32.33945,324.03,2.91,1.63,2023-11-26,26,Aqua,MODIS,100,6.1NRT,293.92,103.49,N
11.62285,32.34693,316.87,2.91,1.63,2023-11-26,26,Aqua,MODIS,94,6.1NRT,293.97,70.79,N
11.62594,29.41571,306.11,1.73,1.29,2023-11-26,26,Aqua,MODIS,67,6.1NRT,295.7,13.02,N
11.62601,32.31351,303.17,2.9,1.62,2023-11-26,26,Aqua,MODIS,54,6.1NRT,292.16,23.85,N
11.6275,32.32102,314.56,2.9,1.62,2023-11-26,26,Aqua,MODIS,89,6.1NRT,292.7,61.22,N
11.63721,29.55123,306.66,1.77,1.3,2023-11-26,26,Aqua,MODIS,50,6.1NRT,296.15,11.89,N
13.33181,29.21309,301.54,1.56,1.23,2023-11-26,26,Aqua,MODIS,42,6.1NRT,289.86,10.66,N
13.33231,24.3463,318.76,1.0,1.0,2023-11-26,26,Aqua,MODIS,97,6.1NRT,293.62,16.17,N
13.33366,24.33717,307.02,1.0,1.0,2023-11-26,26,Aqua,MODIS,70,6.1NRT,292.36,6.91,N
-7.83781,12.12782,308.13,2.96,1.64,2023-11-26,32,Aqua,MODIS,32,6.1NRT,285.15,45.31,N
-19.17585,22.60508,302.12,1.65,1.26,2023-11-26,34,Aqua,MODIS,47,6.1NRT,289.36,11.03,N
-9.03546,141.75848,317.78,1.87,1.34,2023-11-26,47,Terra,MODIS,67,6.1NRT,293.57,21.59,D
-9.00131,142.19255,310.74,2.02,1.39,2023-11-26,47,Terra,MODIS,25,6.1NRT,292.88,15.09,D
-8.93072,142.45049,317.19,2.12,1.41,2023-11-26,47,Terra,MODIS,68,6.1NRT,293.22,34.5,D
-8.85892,142.08954,315.49,1.98,1.37,2023-11-26,47,Terra,MODIS,44,6.1NRT,294.71,19.44,D
-8.85635,141.61017,315.66,1.81,1.32,2023-11-26,47,Terra,MODIS,56,6.1NRT,295.61,15.52,D
-8.77828,141.98257,318.48,1.93,1.36,2023-11-26,47,Terra,MODIS,26,6.1NRT,298.14,22.05,D
-8.77163,141.78764,331.15,1.87,1.34,2023-11-26,47,Terra,MODIS,83,6.1NRT,294.49,55.57,D
-8.76565,141.79492,330.83,1.87,1.34,2023-11-26,47,Terra,MODIS,84,6.1NRT,296.73,57.55,D
-8.76345,141.77838,324.42,1.86,1.33,2023-11-26,47,Terra,MODIS,78,6.1NRT,294.56,37.72,D
-8.68813,141.75441,320.91,1.85,1.33,2023-11-26,47,Terra,MODIS,39,6.1NRT,300.56,26.04,D
-8.62553,141.8868,317.79,1.89,1.34,2023-11-26,47,Terra,MODIS,57,6.1NRT,297.03,19.65,D
-8.20936,140.18652,315.49,1.4,1.17,2023-11-26,47,Terra,MODIS,42,6.1NRT,293.74,12.15,D
-8.0918,138.70998,319.41,1.14,1.06,2023-11-26,47,Terra,MODIS,53,6.1NRT,299.74,13.15,D
-8.03453,139.41904,311.25,1.24,1.11,2023-11-26,47,Terra,MODIS,25,6.1NRT,291.1,7.29,D
-7.82763,138.79572,319.49,1.14,1.07,2023-11-26,47,Terra,MODIS,38,6.1NRT,299.46,11.4,D
-7.73299,138.88348,319.57,1.15,1.07,2023-11-26,47,Terra,MODIS,47,6.1NRT,299.68,11.22,D
-6.54982,146.73549,314.08,4.28,1.91,2023-11-26,47,Terra,MODIS,39,6.1NRT,292.74,46.14,D
-6.21903,145.68871,311.25,3.51,1.76,2023-11-26,47,Terra,MODIS,70,6.1NRT,293.36,43.52,D
-5.07249,144.06328,312.7,2.48,1.52,2023-11-26,47,Terra,MODIS,33,6.1NRT,294.51,23.08,D
-17.26488,125.54014,321.69,3.3,1.72,2023-11-26,49,Terra,MODIS,53,6.1NRT,299.45,50.77,D
-17.10648,129.10155,323.61,1.79,1.31,2023-11-26,49,Terra,MODIS,44,6.1NRT,302.6,17.45,D
-17.09487,129.1037,327.79,1.79,1.31,2023-11-26,49,Terra,MODIS,62,6.1NRT,303.04,24.3,D
-17.02612,124.4019,327.21,4.05,1.87,2023-11-26,49,Terra,MODIS,67,6.1NRT,294.71,102.62,D
-17.02103,124.40861,321.97,4.05,1.87,2023-11-26,49,Terra,MODIS,21,6.1NRT,292.92,60.98,D
-16.54227,124.30837,321.4,4.22,1.9,2023-11-26,49,Terra,MODIS,52,6.1NRT,296.71,62.7,D
-15.33303,126.29049,322.54,3.18,1.69,2023-11-26,49,Terra,MODIS,69,6.1NRT,295.96,60.81,D
-15.33157,126.28488,325.36,3.18,1.69,2023-11-26,49,Terra,MODIS,73,6.1NRT,296.1,77.61,D
-15.32782,126.26186,321.67,3.19,1.69,2023-11-26,49,Terra,MODIS,67,6.1NRT,295.89,56.14,D
-15.32616,126.25635,317.41,3.19,1.69,2023-11-26,49,Terra,MODIS,52,6.1NRT,295.97,34.74,D
-12.98801,141.60611,327.06,2.09,1.41,2023-11-26,49,Terra,MODIS,55,6.1NRT,298.16,44.1,D
-12.94804,141.71429,325.2,2.13,1.42,2023-11-26,49,Terra,MODIS,49,6.1NRT,301.28,34.03,D
-12.28838,136.39388,324.42,1.02,1.01,2023-11-26,49,Terra,MODIS,44,6.1NRT,301.53,11.2,D
-12.25765,143.02246,327.6,2.64,1.56,2023-11-26,49,Terra,MODIS,71,6.1NRT,297.92,68.56,D
-12.24378,143.02405,325.81,2.64,1.56,2023-11-26,49,Terra,MODIS,64,6.1NRT,295.44,63.16,D
-11.41952,142.32571,323.99,2.26,1.46,2023-11-26,49,Terra,MODIS,75,6.1NRT,298.23,38.0,D
-11.41869,142.3118,331.06,2.25,1.45,2023-11-26,49,Terra,MODIS,81,6.1NRT,298.18,62.69,D
-11.4171,142.30547,325.61,2.25,1.45,2023-11-26,49,Terra,MODIS,79,6.1NRT,298.29,43.06,D
-11.20483,142.16925,319.26,2.18,1.43,2023-11-26,49,Terra,MODIS,58,6.1NRT,296.35,22.53,D
-11.20468,142.16264,317.58,2.18,1.43,2023-11-26,49,Terra,MODIS,51,6.1NRT,296.64,21.66,D
-11.17585,142.35443,342.55,2.25,1.45,2023-11-26,49,Terra,MODIS,91,6.1NRT,295.12,123.89,D
-11.17336,142.33406,343.44,2.24,1.45,2023-11-26,49,Terra,MODIS,92,6.1NRT,295.93,127.33,D
-10.97078,142.17101,323.08,2.16,1.43,2023-11-26,49,Terra,MODIS,73,6.1NRT,299.43,34.0,D
-24.25226,125.32639,328.24,2.42,1.5,2023-11-26,52,Terra,MODIS,61,6.1NRT,311.02,29.63,D
-24.19432,128.85928,334.06,1.39,1.17,2023-11-26,52,Terra,MODIS,73,6.1NRT,315.9,20.64,D
-22.00022,128.33862,350.51,1.64,1.26,2023-11-26,52,Terra,MODIS,89,6.1NRT,303.06,105.57,D
-21.99827,128.32872,355.19,1.65,1.26,2023-11-26,52,Terra,MODIS,96,6.1NRT,305.92,122.29,D
-21.9844,128.31534,334.23,1.65,1.26,2023-11-26,52,Terra,MODIS,63,6.1NRT,308.59,32.03,D
-21.98345,128.30971,336.06,1.65,1.26,2023-11-26,52,Terra,MODIS,78,6.1NRT,307.46,40.07,D
-21.98168,128.2997,332.44,1.65,1.26,2023-11-26,52,Terra,MODIS,58,6.1NRT,308.31,28.69,D
-21.3109,140.33203,324.62,2.2,1.44,2023-11-26,52,Terra,MODIS,74,6.1NRT,294.98,37.77,D
-21.20341,139.48445,322.43,1.9,1.35,2023-11-26,52,Terra,MODIS,66,6.1NRT,269.21,45.28,D
-21.19663,139.47964,331.55,1.9,1.35,2023-11-26,52,Terra,MODIS,79,6.1NRT,274.15,70.27,D
-21.19141,139.48598,344.8,1.9,1.35,2023-11-26,52,Terra,MODIS,87,6.1NRT,275.32,122.91,D
-21.18652,139.49911,315.59,1.9,1.35,2023-11-26,52,Terra,MODIS,57,6.1NRT,273.3,27.4,D
-20.92275,122.46817,327.2,4.61,1.97,2023-11-26,52,Terra,MODIS,25,6.1NRT,310.16,67.1,D
-20.90365,122.37374,331.15,4.68,1.98,2023-11-26,52,Terra,MODIS,54,6.1NRT,312.96,109.31,D
-20.89504,122.33758,341.35,4.71,1.99,2023-11-26,52,Terra,MODIS,86,6.1NRT,311.96,261.6,D
-20.89406,122.32996,337.69,4.71,1.99,2023-11-26,52,Terra,MODIS,82,6.1NRT,311.63,205.27,D
-19.55413,128.15901,332.22,1.89,1.34,2023-11-26,52,Terra,MODIS,78,6.1NRT,304.45,37.53,D
-19.54757,128.15434,331.51,1.89,1.34,2023-11-26,52,Terra,MODIS,78,6.1NRT,305.65,35.36,D
-19.54226,128.16135,328.3,1.89,1.34,2023-11-26,52,Terra,MODIS,71,6.1NRT,305.86,24.82,D
-19.34779,126.64024,324.32,2.47,1.51,2023-11-26,52,Terra,MODIS,52,6.1NRT,303.29,25.52,D
-19.33871,126.66601,326.2,2.46,1.51,2023-11-26,52,Terra,MODIS,31,6.1NRT,304.05,32.44,D
-18.62773,123.31511,323.29,4.5,1.95,2023-11-26,52,Terra,MODIS,30,6.1NRT,302.98,69.25,D
-18.61181,123.31266,330.28,4.5,1.95,2023-11-26,52,Terra,MODIS,60,6.1NRT,301.68,138.35,D
-18.61055,123.31881,328.01,4.5,1.95,2023-11-26,52,Terra,MODIS,53,6.1NRT,301.29,118.53,D
-18.60303,123.27088,328.09,4.54,1.96,2023-11-26,52,Terra,MODIS,34,6.1NRT,302.37,118.86,D
-18.60204,123.277,327.55,4.54,1.96,2023-11-26,52,Terra,MODIS,43,6.1NRT,302.08,118.71,D
-18.58484,123.28085,323.17,4.54,1.96,2023-11-26,52,Terra,MODIS,47,6.1NRT,299.58,88.85,D
-28.19103,125.65921,329.29,1.88,1.34,2023-11-26,54,Terra,MODIS,72,6.1NRT,308.06,33.36,D
-28.18739,125.64046,323.57,1.89,1.34,2023-11-26,54,Terra,MODIS,48,6.1NRT,308.17,16.28,D
-28.1861,125.66624,330.92,1.88,1.34,2023-11-26,54,Terra,MODIS,75,6.1NRT,309.19,36.76,D
-28.18258,125.6475,339.87,1.89,1.34,2023-11-26,54,Terra,MODIS,86,6.1NRT,308.4,70.16,D
-28.1792,125.66204,333.09,1.88,1.34,2023-11-26,54,Terra,MODIS,78,6.1NRT,309.08,44.89,D
-28.17555,125.64333,324.46,1.89,1.34,2023-11-26,54,Terra,MODIS,46,6.1NRT,307.33,17.79,D
-25.67566,-43.20364,305.51,1.65,1.26,2023-11-26,126,Terra,MODIS,32,6.1NRT,288.46,11.84,N
-21.82951,-47.56444,308.05,1.08,1.04,2023-11-26,128,Terra,MODIS,73,6.1NRT,289.33,9.72,N
-21.82794,-47.55404,306.6,1.08,1.04,2023-11-26,128,Terra,MODIS,69,6.1NRT,289.45,8.6,N
-19.6411,-45.19729,304.69,1.57,1.23,2023-11-26,128,Terra,MODIS,61,6.1NRT,290.03,10.73,N
-19.63999,-45.20313,316.63,1.57,1.23,2023-11-26,128,Terra,MODIS,94,6.1NRT,290.42,27.69,N
-19.38909,-55.59097,302.54,1.84,1.33,2023-11-26,128,Terra,MODIS,41,6.1NRT,288.15,9.29,N
-19.37724,-55.59243,303.5,1.84,1.33,2023-11-26,128,Terra,MODIS,55,6.1NRT,287.33,10.64,N
-18.49177,-50.53804,302.9,1.0,1.0,2023-11-26,128,Terra,MODIS,52,6.1NRT,288.86,4.31,N
-18.4903,-39.84009,304.36,4.11,1.88,2023-11-26,128,Terra,MODIS,60,6.1NRT,286.1,45.45,N
-18.48579,-39.87564,300.74,4.08,1.87,2023-11-26,128,Terra,MODIS,31,6.1NRT,286.17,27.99,N
-18.47812,-39.83784,334.15,4.11,1.88,2023-11-26,128,Terra,MODIS,100,6.1NRT,286.57,269.81,N
-18.47377,-39.84381,327.19,4.11,1.88,2023-11-26,128,Terra,MODIS,100,6.1NRT,286.4,198.29,N
-18.47038,-39.79969,301.54,4.14,1.88,2023-11-26,128,Terra,MODIS,15,6.1NRT,285.75,35.63,N
-18.46626,-39.80559,309.74,4.14,1.88,2023-11-26,128,Terra,MODIS,74,6.1NRT,285.83,75.97,N
-17.79632,-48.0463,300.94,1.13,1.06,2023-11-26,128,Terra,MODIS,36,6.1NRT,284.62,4.67,N
-16.37652,-52.64627,308.79,1.11,1.05,2023-11-26,130,Terra,MODIS,76,6.1NRT,290.96,8.64,N
-16.02549,-52.35806,304.5,1.07,1.03,2023-11-26,130,Terra,MODIS,60,6.1NRT,289.12,4.75,N
-16.0242,-52.34819,303.24,1.07,1.03,2023-11-26,130,Terra,MODIS,54,6.1NRT,289.39,3.95,N
-15.9898,-53.35232,300.95,1.18,1.08,2023-11-26,130,Terra,MODIS,34,6.1NRT,288.26,3.84,N
-15.15858,-50.65871,307.28,1.0,1.0,2023-11-26,130,Terra,MODIS,11,6.1NRT,294.27,5.5,N
-15.15728,-50.64954,334.1,1.0,1.0,2023-11-26,130,Terra,MODIS,100,6.1NRT,294.78,32.32,N
-14.8772,-52.90195,302.27,1.1,1.05,2023-11-26,130,Terra,MODIS,48,6.1NRT,284.69,4.64,N
-14.87587,-52.89194,301.24,1.1,1.05,2023-11-26,130,Terra,MODIS,39,6.1NRT,284.82,4.03,N
-14.60437,-45.09069,304.58,1.98,1.37,2023-11-26,130,Terra,MODIS,61,6.1NRT,288.35,14.04,N
-14.56399,-53.75849,302.33,1.2,1.09,2023-11-26,130,Terra,MODIS,48,6.1NRT,272.92,8.73,N
-14.56259,-53.74753,302.87,1.2,1.09,2023-11-26,130,Terra,MODIS,52,6.1NRT,272.61,9.03,N
-13.73954,-53.40055,304.05,1.13,1.06,2023-11-26,132,Terra,MODIS,58,6.1NRT,278.68,7.83,N
-12.95718,-51.57733,303.89,1.0,1.0,2023-11-26,132,Terra,MODIS,36,6.1NRT,285.11,5.88,N
-12.85433,-54.89095,303.92,1.33,1.14,2023-11-26,132,Terra,MODIS,58,6.1NRT,289.64,6.67,N
-12.69586,-52.27604,308.4,1.02,1.01,2023-11-26,132,Terra,MODIS,74,6.1NRT,292.63,7.14,N
-12.30839,-56.70381,311.0,1.76,1.3,2023-11-26,132,Terra,MODIS,81,6.1NRT,289.16,21.29,N
-12.30643,-56.68795,307.22,1.76,1.3,2023-11-26,132,Terra,MODIS,71,6.1NRT,292.12,14.78,N
-12.29455,-54.97841,304.34,1.33,1.14,2023-11-26,132,Terra,MODIS,60,6.1NRT,293.05,6.34,N
-12.18725,-54.93774,309.47,1.32,1.14,2023-11-26,132,Terra,MODIS,67,6.1NRT,287.34,13.03,N
-12.18571,-54.92587,305.04,1.31,1.14,2023-11-26,132,Terra,MODIS,29,6.1NRT,288.26,9.49,N
-12.13943,-54.32471,327.06,1.21,1.09,2023-11-26,132,Terra,MODIS,100,6.1NRT,285.23,33.24,N
-12.13751,-54.33073,308.16,1.21,1.09,2023-11-26,132,Terra,MODIS,74,6.1NRT,284.93,10.6,N
-12.13606,-54.31981,316.08,1.21,1.09,2023-11-26,132,Terra,MODIS,92,6.1NRT,282.79,17.95,N
-11.81479,-55.13448,303.75,1.34,1.15,2023-11-26,132,Terra,MODIS,57,6.1NRT,293.29,5.64,N
-11.7061,-48.98079,301.97,1.2,1.09,2023-11-26,132,Terra,MODIS,43,6.1NRT,281.15,6.04,N
-11.16214,-49.72532,307.3,1.12,1.05,2023-11-26,132,Terra,MODIS,63,6.1NRT,294.7,6.05,N
-10.55345,-52.02552,304.74,1.0,1.0,2023-11-26,132,Terra,MODIS,50,6.1NRT,287.65,5.07,N
-10.55232,-53.55579,311.75,1.07,1.03,2023-11-26,132,Terra,MODIS,82,6.1NRT,293.82,10.78,N
-10.5522,-52.01654,336.37,1.0,1.0,2023-11-26,132,Terra,MODIS,100,6.1NRT,288.93,37.01,N
-10.551,-53.54617,314.05,1.07,1.03,2023-11-26,132,Terra,MODIS,88,6.1NRT,294.19,12.8,N
-10.54332,-52.01784,321.27,1.0,1.0,2023-11-26,132,Terra,MODIS,100,6.1NRT,285.24,18.36,N
-10.49602,-51.81999,312.48,1.0,1.0,2023-11-26,132,Terra,MODIS,83,6.1NRT,294.28,9.37,N
-10.49477,-51.81101,310.82,1.0,1.0,2023-11-26,132,Terra,MODIS,79,6.1NRT,293.53,8.12,N
-10.40072,-49.01501,304.56,1.24,1.11,2023-11-26,132,Terra,MODIS,50,6.1NRT,294.4,4.78,N
-9.62112,-54.82337,314.22,1.21,1.09,2023-11-26,132,Terra,MODIS,89,6.1NRT,292.7,14.67,N
-9.49266,-57.14389,305.03,1.73,1.29,2023-11-26,132,Terra,MODIS,63,6.1NRT,291.39,11.08,N
-9.49072,-57.12835,306.08,1.72,1.29,2023-11-26,132,Terra,MODIS,67,6.1NRT,291.52,12.39,N
-9.48157,-57.13593,308.21,1.72,1.29,2023-11-26,132,Terra,MODIS,55,6.1NRT,291.39,14.35,N
-9.40585,-54.48421,304.51,1.15,1.07,2023-11-26,132,Terra,MODIS,59,6.1NRT,292.95,4.78,N
-9.40186,-54.4906,304.28,1.15,1.07,2023-11-26,132,Terra,MODIS,57,6.1NRT,292.84,4.9,N
-9.24795,-49.25114,303.89,1.24,1.11,2023-11-26,132,Terra,MODIS,57,6.1NRT,290.64,5.27,N
-8.84838,-49.85824,309.56,1.16,1.07,2023-11-26,132,Terra,MODIS,78,6.1NRT,294.48,8.65,N
-7.87976,-46.69918,301.57,1.98,1.37,2023-11-26,132,Terra,MODIS,38,6.1NRT,288.53,9.54,N
-7.08513,-46.80275,304.06,2.01,1.38,2023-11-26,132,Terra,MODIS,56,6.1NRT,293.22,11.31,N
-6.99471,-49.6573,308.14,1.26,1.11,2023-11-26,132,Terra,MODIS,70,6.1NRT,295.12,8.81,N
-5.97685,-44.59079,305.01,3.16,1.68,2023-11-26,132,Terra,MODIS,63,6.1NRT,294.05,26.97,N
-5.55463,-44.91189,319.06,3.03,1.66,2023-11-26,132,Terra,MODIS,98,6.1NRT,294.04,76.98,N
-5.43577,-45.41508,305.62,2.78,1.59,2023-11-26,132,Terra,MODIS,65,6.1NRT,294.31,21.89,N
-4.82558,-47.85645,382.17,1.82,1.32,2023-11-26,134,Terra,MODIS,100,6.1NRT,296.79,387.29,N
-4.82321,-47.84058,320.45,1.83,1.32,2023-11-26,134,Terra,MODIS,100,6.1NRT,294.41,39.37,N
-4.8139,-47.85842,325.12,1.82,1.32,2023-11-26,134,Terra,MODIS,100,6.1NRT,294.24,51.22,N
-4.8115,-47.84241,304.24,1.83,1.32,2023-11-26,134,Terra,MODIS,55,6.1NRT,293.96,9.47,N
-4.60857,-49.50422,305.45,1.39,1.17,2023-11-26,134,Terra,MODIS,64,6.1NRT,294.81,7.02,N
-4.60679,-49.49197,305.43,1.39,1.17,2023-11-26,134,Terra,MODIS,62,6.1NRT,295.23,7.2,N
-4.57302,-50.39178,307.53,1.22,1.1,2023-11-26,134,Terra,MODIS,72,6.1NRT,294.49,7.46,N
-4.5389,-47.69983,308.8,1.9,1.35,2023-11-26,134,Terra,MODIS,76,6.1NRT,293.9,18.1,N
-4.5245,-47.68497,306.54,1.9,1.35,2023-11-26,134,Terra,MODIS,68,6.1NRT,293.37,13.75,N
-4.47119,-50.80102,309.38,1.17,1.07,2023-11-26,134,Terra,MODIS,77,6.1NRT,288.38,9.94,N
-4.41855,-55.46485,308.1,1.15,1.07,2023-11-26,134,Terra,MODIS,73,6.1NRT,292.61,7.58,N
-4.41575,-55.03195,305.44,1.09,1.04,2023-11-26,134,Terra,MODIS,63,6.1NRT,292.98,5.56,N
-4.40651,-55.0333,328.28,1.09,1.04,2023-11-26,134,Terra,MODIS,100,6.1NRT,294.54,28.2,N
-4.40515,-55.02356,335.62,1.09,1.04,2023-11-26,134,Terra,MODIS,100,6.1NRT,295.78,39.44,N
-4.39727,-55.03465,346.9,1.09,1.04,2023-11-26,134,Terra,MODIS,100,6.1NRT,294.54,61.41,N
-4.39591,-55.0249,348.33,1.09,1.04,2023-11-26,134,Terra,MODIS,100,6.1NRT,294.41,64.58,N
-4.3694,-55.42655,312.89,1.14,1.06,2023-11-26,134,Terra,MODIS,86,6.1NRT,293.23,11.14,N
-4.35996,-55.42779,305.99,1.14,1.06,2023-11-26,134,Terra,MODIS,65,6.1NRT,292.91,5.19,N
-4.30822,-45.13816,305.24,3.06,1.66,2023-11-26,134,Terra,MODIS,63,6.1NRT,291.75,22.19,N
-4.30403,-45.11103,321.87,3.08,1.67,2023-11-26,134,Terra,MODIS,100,6.1NRT,292.1,90.4,N
-4.19205,-55.15484,311.12,1.1,1.05,2023-11-26,134,Terra,MODIS,81,6.1NRT,292.76,9.14,N
-4.18277,-55.15614,304.5,1.1,1.05,2023-11-26,134,Terra,MODIS,58,6.1NRT,292.65,4.19,N
-4.14809,-48.40388,304.71,1.7,1.28,2023-11-26,134,Terra,MODIS,53,6.1NRT,291.97,14.27,N
-4.14112,-50.66054,302.58,1.2,1.09,2023-11-26,134,Terra,MODIS,50,6.1NRT,277.15,8.76,N
-4.13933,-55.0302,306.92,1.09,1.04,2023-11-26,134,Terra,MODIS,70,6.1NRT,293.33,6.18,N
-4.138,-55.02069,309.52,1.09,1.04,2023-11-26,134,Terra,MODIS,78,6.1NRT,293.46,8.19,N
-4.12197,-43.67992,351.01,4.03,1.86,2023-11-26,134,Terra,MODIS,100,6.1NRT,292.04,468.17,N
-4.11636,-43.68621,347.11,4.03,1.86,2023-11-26,134,Terra,MODIS,100,6.1NRT,292.12,408.03,N
-4.11622,-43.6441,321.84,4.05,1.87,2023-11-26,134,Terra,MODIS,100,6.1NRT,291.66,131.67,N
-4.11367,-47.13427,306.5,2.14,1.42,2023-11-26,134,Terra,MODIS,68,6.1NRT,294.16,16.32,N
-4.11181,-55.10308,304.98,1.1,1.04,2023-11-26,134,Terra,MODIS,61,6.1NRT,292.68,4.99,N
-4.11082,-43.65026,344.99,4.05,1.87,2023-11-26,134,Terra,MODIS,100,6.1NRT,292.18,381.1,N
-4.10547,-43.68239,328.82,4.03,1.86,2023-11-26,134,Terra,MODIS,100,6.1NRT,291.51,189.0,N
-4.09973,-43.6469,318.95,4.05,1.87,2023-11-26,134,Terra,MODIS,98,6.1NRT,291.44,110.28,N
